PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,YEAR
Hakim Warrick,PHX,29,6-9,219,Syracuse,USA,2005,1,19,35,6.4,2.6,0.9,-12.9,6.10%,12.40%,23.20%,50.30%,11.10%,2011
Hamady Ndiaye,WAS,25,7-0,235,Rutgers,Senegal,2010,2,56,3,0,0,0,114.3,0.00%,0.00%,11.10%,0.00%,0.00%,2011
Hamed Haddadi,MEM,27,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,35,2,2,0.2,5.1,12.80%,19.20%,16.40%,58.90%,6.40%,2011
Hasheem Thabeet,POR,25,7-3,263,Connecticut,Tanzania,2009,1,2,20,1.8,2.1,0,-34.9,10.90%,17.80%,12.40%,58.70%,0.00%,2011
Hassan Whiteside,SAC,23,7-0,235,Marshall,USA,2010,2,33,18,1.6,2.2,0,6.2,14.40%,17.60%,15.00%,44.90%,0.00%,2011
Hedo Turkoglu,ORL,33,6-10,220,None,Turkey,2000,1,16,53,10.9,3.8,4.4,3.9,1.50%,10.90%,19.10%,52.80%,22.60%,2011
Henry Walker,NYK,24,6-6,235,Kansas State,USA,2008,2,47,32,5.9,2.5,1.2,-0.6,1.40%,12.20%,15.30%,52.60%,10.10%,2011
Ian Mahinmi,DAL,25,6-11,230,None,France,2005,1,28,61,5.8,4.7,0.2,2.8,9.50%,16.20%,14.20%,58.50%,1.80%,2011
Ike Diogu,SAS,28,6-9,250,Arizona State,USA,2005,1,9,2,1,0.5,0,39.3,0.00%,7.70%,12.50%,34.70%,0.00%,2011
Iman Shumpert,NYK,22,6-5,220,Georgia Tech,USA,2011,1,17,59,9.5,3.2,2.8,3.7,2.50%,8.90%,17.80%,48.40%,15.20%,2011
Isaiah Thomas,SAC,23,5-9,185,Washington,USA,2011,2,60,65,11.5,2.6,4.1,-2.3,2.70%,7.50%,19.30%,57.40%,24.60%,2011
Ish Smith,ORL,23,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,26,2.8,1.3,1.6,-8.9,2.60%,13.20%,18.30%,42.20%,32.80%,2011
Ivan Johnson,ATL,28,6-8,255,California State-San Bernardino,USA,Undrafted,Undrafted,Undrafted,56,6.4,4,0.6,2.9,7.30%,17.70%,18.80%,55.80%,5.90%,2011
J.J. Barea,MIN,28,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,41,11.3,2.8,5.7,-4.2,1.30%,9.10%,23.90%,50.20%,39.70%,2011
JJ Hickson,POR,23,6-9,242,North Carolina State,USA,2008,1,19,54,8.4,6.2,0.8,-7.7,10.50%,16.90%,18.80%,50.10%,6.20%,2011
JJ Redick,ORL,28,6-4,190,Duke,USA,2006,1,11,65,11.6,2.3,2.5,0.1,1.00%,7.80%,18.70%,57.50%,16.60%,2011
JR Smith,NYK,26,6-6,220,No College,USA,2004,1,18,35,12.5,3.9,2.4,5.7,3.00%,11.20%,22.20%,50.80%,15.50%,2011
JaJuan Johnson,BOS,23,6-10,221,Purdue,USA,2011,1,27,36,3.2,1.6,0.2,-6.7,7.00%,11.60%,21.60%,45.60%,4.00%,2011
JaVale McGee,DEN,24,7-0,252,Nevada-Reno,USA,2008,1,18,61,11.3,7.8,0.5,-10.1,10.30%,20.10%,20.20%,55.20%,3.50%,2011
Jamaal Magloire,TOR,34,6-11,265,Kentucky,Canada,2000,1,19,34,1.2,3.3,0.2,5.4,7.60%,23.80%,10.00%,36.00%,2.30%,2011
Jamaal Tinsley,UTA,34,6-3,197,Iowa State,USA,2001,1,27,37,3.7,1.2,3.3,-3.4,1.20%,7.50%,17.00%,46.10%,36.10%,2011
Jamal Crawford,POR,32,6-5,200,Michigan,USA,2000,1,8,60,14,2,3.2,-1.5,1.00%,6.70%,25.60%,50.60%,20.90%,2011
Jamario Moon,CHA,32,6-8,205,Meridian CC,USA,Undrafted,Undrafted,Undrafted,8,2.3,2.8,0.6,-37.1,1.50%,17.70%,12.30%,36.20%,9.60%,2011
Jameer Nelson,ORL,30,6-0,190,St. Joseph's (PA),USA,2004,1,20,57,11.9,3.2,5.7,4.8,1.70%,9.40%,20.70%,52.40%,30.90%,2011
James Anderson,SAS,23,6-6,215,Oklahoma State,USA,2010,1,20,51,3.7,1.5,0.8,7.1,2.80%,10.30%,16.40%,48.30%,9.40%,2011
James Harden,OKC,22,6-5,220,Arizona State,USA,2009,1,3,62,16.8,4.1,3.7,9.8,1.70%,10.90%,21.30%,66.00%,19.00%,2011
James Johnson,TOR,25,6-9,248,Wake Forest,USA,2009,1,16,62,9.1,4.7,2,-5.1,5.00%,14.50%,19.80%,49.80%,13.80%,2011
James Jones,MIA,31,6-8,215,Miami,USA,2003,2,49,51,3.6,1,0.4,0.5,1.00%,6.70%,11.80%,56.70%,4.50%,2011
James Singleton,WAS,30,6-8,230,Murray State,USA,Undrafted,Undrafted,Undrafted,12,8.2,6.8,1.3,7,9.80%,22.50%,15.60%,60.00%,9.10%,2011
Jan Vesely,WAS,22,6-11,240,None,Czech Republi...,2011,1,6,57,4.7,4.4,0.8,-3.6,9.10%,14.20%,12.50%,54.40%,6.70%,2011
Jannero Pargo,ATL,32,6-1,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,50,5.6,1.5,1.9,3.7,1.40%,9.60%,21.30%,53.90%,26.10%,2011
Jared Dudley,PHX,26,6-7,225,Boston College,USA,2007,1,22,65,12.7,4.6,1.7,2,4.80%,10.00%,17.20%,57.50%,8.40%,2011
Jared Jeffries,NYK,30,6-11,240,Indiana,USA,2002,1,11,39,4.4,3.9,0.7,2.5,9.20%,11.60%,12.50%,48.40%,5.80%,2011
Jarrett Jack,NOH,28,6-3,197,Georgia Tech,USA,2005,1,22,45,15.6,3.9,6.3,-9,1.50%,10.50%,22.70%,54.00%,34.20%,2011
Jason Collins,ATL,33,7-0,255,Stanford,USA,2001,1,18,30,1.3,1.6,0.3,1.8,4.10%,11.50%,8.90%,41.80%,4.90%,2011
Jason Kapono,LAL,31,6-8,215,UCLA,USA,2003,2,31,27,2,0.5,0.4,6.4,0.90%,4.10%,10.70%,47.60%,6.20%,2011
Jason Kidd,DAL,39,6-4,210,California,USA,1994,1,2,48,6.2,4.1,5.5,2.4,1.10%,13.40%,12.20%,52.40%,28.10%,2011
Jason Maxiell,DET,29,6-7,260,Cincinnati,USA,2005,1,26,65,6.5,5.1,0.6,-2.4,8.80%,14.90%,15.60%,49.30%,4.50%,2011
Jason Richardson,ORL,31,6-6,225,Michigan State,USA,2001,1,5,54,11.6,3.6,2,2.6,2.20%,10.30%,19.60%,50.20%,11.20%,2011
Jason Smith,NOH,26,7-0,240,Colorado State,USA,2007,1,20,40,9.9,4.9,0.9,-2,8.30%,13.30%,20.20%,53.70%,6.60%,2011
Jason Terry,DAL,34,6-2,180,Arizona,USA,1999,1,10,63,15.1,2.4,3.6,0,0.80%,6.70%,22.80%,54.00%,20.40%,2011
Jason Thompson,SAC,25,6-11,250,Rider University,USA,2008,1,12,64,9.1,6.9,1.2,-2.4,9.50%,17.60%,15.10%,55.80%,7.00%,2011
Jeff Adrien,HOU,26,6-7,243,Connecticut,USA,Undrafted,Undrafted,Undrafted,8,2.6,2.8,0.1,-12.7,7.20%,20.70%,16.20%,49.30%,3.40%,2011
Jeff Ayres,IND,25,6-9,240,Arizona State,USA,2009,2,31,20,1.7,1.7,0.2,2.3,10.10%,20.00%,16.20%,43.50%,6.30%,2011
Jeff Foote,NOH,24,7-0,265,Cornell,USA,Undrafted,Undrafted,Undrafted,4,1,1.5,0,-1.3,2.90%,13.90%,9.20%,33.30%,0.00%,2011
Jeff Foster,IND,35,6-11,250,Southwest Texas State,USA,1999,1,21,11,2.3,3.8,0.4,8.3,12.60%,18.50%,9.10%,56.90%,5.10%,2011
Jeff Teague,ATL,24,6-2,181,Wake Forest,USA,2009,1,19,66,12.6,2.4,4.9,5.6,1.00%,6.60%,18.80%,55.10%,23.10%,2011
Jeremy Evans,UTA,24,6-9,194,Western Kentucky,USA,2010,2,55,29,2.1,1.7,0.4,-10.2,9.10%,13.70%,10.90%,63.20%,9.90%,2011
Jeremy Lin,NYK,23,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,35,14.6,3.1,6.2,7.1,2.00%,9.30%,27.20%,55.20%,38.20%,2011
Jeremy Pargo,MEM,26,6-2,219,Gonzaga,USA,Undrafted,Undrafted,Undrafted,44,2.9,0.8,1.3,-14.2,2.50%,6.00%,20.70%,38.90%,23.00%,2011
Jeremy Tyler,GSW,21,6-10,260,None,USA,2011,2,39,42,4.9,3.3,0.4,-10,9.10%,15.90%,20.40%,44.20%,4.40%,2011
Jermaine O'Neal,BOS,33,6-11,255,None,USA,1996,1,17,25,5,5.4,0.4,2.7,7.20%,17.70%,13.10%,46.80%,2.90%,2011
Jerome Dyson,NOH,25,6-3,180,Connecticut,USA,Undrafted,Undrafted,Undrafted,9,7.4,2.1,2,2.4,1.20%,8.10%,22.20%,52.50%,20.20%,2011
Jerome Jordan,NYK,25,7-0,240,Tulsa,Jamaica,2010,2,44,21,2,1.3,0.2,10,12.60%,12.10%,15.20%,56.10%,5.10%,2011
Jerry Smith,NJN,24,6-2,190,Louisville,USA,1963,2,12,5,1.4,1.4,0.8,-11.4,4.00%,11.10%,13.90%,25.00%,15.40%,2011
Jerry Stackhouse,ATL,37,6-6,218,North Carolina,USA,1995,1,3,30,3.6,0.8,0.5,0.3,2.20%,5.90%,19.60%,49.00%,9.20%,2011
Jerryd Bayless,TOR,23,6-3,208,Arizona,USA,2008,1,11,31,11.4,2.1,3.8,-3.6,1.20%,8.90%,23.90%,56.10%,30.50%,2011
Jimmer Fredette,SAC,23,6-2,195,Brigham Young,USA,2011,1,10,61,7.6,1.2,1.8,-9.6,1.40%,4.90%,20.30%,49.50%,15.50%,2011
Jimmy Butler,CHI,22,6-7,220,Marquette,USA,2011,1,30,42,2.6,1.3,0.3,12.2,6.10%,8.50%,14.30%,52.60%,6.10%,2011
Joakim Noah,CHI,27,6-11,232,Florida,USA,2007,1,9,64,10.2,9.8,2.5,7.4,12.90%,19.40%,15.60%,56.10%,12.20%,2011
Jodie Meeks,PHI,24,6-4,208,Kentucky,USA,2009,2,41,66,8.4,2.4,0.8,5.5,1.00%,8.60%,14.70%,55.10%,4.90%,2011
Joe Johnson,ATL,31,6-7,240,Arkansas,USA,2001,1,10,60,18.8,3.7,3.9,5.5,2.60%,8.10%,24.70%,55.70%,18.90%,2011
Joel Anthony,MIA,29,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,64,3.4,3.9,0.1,9.7,8.50%,11.10%,7.80%,59.80%,0.90%,2011
Joel Przybilla,POR,32,7-1,245,Minnesota,USA,2000,1,9,27,2,5.1,0.2,-4.9,6.80%,26.50%,8.30%,49.20%,1.90%,2011
Johan Petro,NJN,26,7-0,247,None,France,2005,1,25,59,4.2,3.8,0.8,-8.5,7.10%,18.00%,15.30%,45.20%,8.50%,2011
John Lucas III,CHI,29,5-11,165,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,49,7.5,1.6,2.2,15.7,2.90%,7.00%,25.40%,49.60%,27.80%,2011
John Salmons,SAC,32,6-6,207,Miami,USA,2002,1,26,46,7.5,2.9,2,-8,1.50%,9.40%,14.30%,47.10%,11.70%,2011
John Wall,WAS,21,6-4,195,Kentucky,USA,2010,1,1,66,16.3,4.5,8,-6,1.90%,10.70%,24.30%,50.20%,36.20%,2011
Jon Brockman,MIL,25,6-7,255,Washington,USA,2009,2,38,35,1.1,2.1,0.3,-0.4,13.00%,18.10%,10.90%,35.90%,5.40%,2011
Jon Leuer,MIL,23,6-10,228,Wisconsin,USA,2011,2,40,46,4.7,2.6,0.5,1.9,7.70%,14.00%,17.00%,53.60%,7.20%,2011
Jonas Jerebko,DET,25,6-10,231,None,Sweden,2009,2,39,64,8.7,4.8,0.7,-4.3,6.80%,15.80%,18.00%,54.80%,5.30%,2011
Jonny Flynn,POR,23,6-0,185,Syracuse,USA,2009,1,6,29,4.5,1.3,3.3,-17,1.90%,7.50%,20.00%,44.20%,36.80%,2011
Jordan Crawford,WAS,23,6-4,195,Xavier,USA,2010,1,27,64,14.7,2.6,3,-8,2.40%,7.30%,27.50%,48.80%,18.80%,2011
Jordan Farmar,NJN,25,6-2,180,UCLA,USA,2006,1,26,39,10.4,1.6,3.3,-10,0.90%,7.30%,22.00%,59.20%,29.90%,2011
Jordan Hamilton,DEN,21,6-7,220,Texas,USA,2011,1,26,26,4.4,2.4,0.8,8,4.60%,18.40%,21.50%,50.80%,11.40%,2011
Jordan Hill,LAL,24,6-10,235,Arizona,USA,2009,1,8,39,5,4.8,0.4,-2.3,11.20%,23.60%,17.60%,52.20%,4.40%,2011
Jordan Williams,NJN,21,6-10,260,Maryland,USA,2011,2,36,43,4.6,3.6,0.3,2.6,10.30%,15.10%,14.40%,54.40%,2.70%,2011
Jose Calderon,TOR,30,6-3,211,None,Spain,Undrafted,Undrafted,Undrafted,53,10.5,3,8.8,-4.6,1.10%,8.20%,15.70%,54.70%,42.70%,2011
Josh Childress,PHX,29,6-8,210,Stanford,USA,2004,1,6,34,2.9,2.8,1,-5.4,6.30%,14.00%,9.80%,50.10%,10.50%,2011
Josh Davis,MEM,31,6-8,235,Wyoming,USA,Undrafted,Undrafted,Undrafted,15,1.9,1.8,0.4,-17,11.40%,9.10%,11.10%,45.90%,7.70%,2011
Josh Harrellson,NYK,23,6-10,275,Kentucky,USA,2011,2,45,37,4.4,3.9,0.3,9.1,8.30%,18.20%,14.60%,50.50%,3.30%,2011
Josh Howard,UTA,32,6-7,210,Wake Forest,USA,2003,1,29,43,8.7,3.7,1.2,-1.5,3.90%,12.90%,20.20%,46.10%,8.10%,2011
Josh McRoberts,LAL,25,6-10,240,Duke,USA,2007,2,37,50,2.8,3.4,1,-6.3,8.70%,15.40%,10.30%,51.60%,10.60%,2011
Josh Selby,MEM,21,6-2,183,Kansas,USA,2011,2,49,28,2.3,0.5,1.1,-6.1,0.90%,5.50%,19.40%,40.30%,19.70%,2011
Josh Smith,ATL,26,6-9,225,None,USA,2004,1,17,66,18.8,9.6,3.9,6.2,6.10%,21.90%,27.80%,49.90%,19.60%,2011
Jrue Holiday,PHI,22,6-4,180,UCLA,USA,2009,1,17,65,13.5,3.3,4.5,5.2,2.60%,7.10%,21.50%,49.60%,21.50%,2011
Julyan Stone,DEN,23,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,22,1.6,1.1,1.7,9,2.60%,11.40%,10.50%,50.20%,25.70%,2011
Justin Dentmon,TOR,26,5-11,185,Washington,USA,Undrafted,Undrafted,Undrafted,6,4.3,1.3,1.7,-13.5,0.00%,8.40%,19.80%,42.40%,25.60%,2011
Justin Harper,ORL,22,6-10,225,Richmond,USA,2011,2,32,14,1.4,0.9,0.1,-21.8,3.50%,13.40%,20.40%,31.80%,4.70%,2011
Juwan Howard,MIA,39,6-9,250,Michigan,USA,1994,1,5,28,1.5,1.7,0.4,-13.4,9.50%,16.30%,18.20%,35.40%,9.80%,2011
Kawhi Leonard,SAS,21,6-7,225,San Diego State,USA,2011,1,15,64,7.9,5.1,1.1,5.1,7.00%,14.70%,14.10%,57.30%,6.60%,2011
Keith Benson,GSW,23,6-11,230,Oakland,USA,2011,2,48,3,0,1,0,36.8,18.20%,9.10%,4.50%,0.00%,0.00%,2011
Keith Bogans,NJN,32,6-5,215,Kentucky,USA,2003,2,43,5,4.2,2.2,0.6,-23.4,5.30%,7.10%,12.40%,45.30%,5.80%,2011
Kelenna Azubuike,DAL,28,6-5,215,Kentucky,United Kingdo...,Undrafted,Undrafted,Undrafted,3,2.3,0,0,-25.7,0.00%,0.00%,29.30%,43.80%,0.00%,2011
Kemba Walker,CHA,22,6-1,184,Connecticut,USA,2011,1,9,66,12.1,3.5,4.4,-14.8,1.60%,11.90%,24.90%,46.40%,30.70%,2011
Kendrick Perkins,OKC,27,6-10,270,None,USA,2003,1,27,65,5.1,6.6,1.2,3.7,7.30%,16.40%,10.90%,52.80%,6.40%,2011
Kenneth Faried,DEN,22,6-8,228,Morehead State,USA,2011,1,22,46,10.2,7.7,0.8,0.7,13.90%,20.50%,18.10%,61.80%,5.50%,2011
Kenyon Martin,LAC,34,6-9,240,Cincinnati,USA,2000,1,1,42,5.2,4.3,0.4,2.2,5.20%,14.80%,13.60%,44.50%,3.10%,2011
Kevin Durant,OKC,23,6-9,235,Texas,USA,2007,1,2,66,28,8,3.5,7.2,1.70%,17.70%,30.30%,61.00%,17.00%,2011
Kevin Garnett,BOS,36,6-11,253,None,USA,1995,1,5,60,15.8,8.2,2.9,7,4.00%,23.10%,24.60%,55.00%,17.10%,2011
Kevin Love,MIN,23,6-10,260,UCLA,USA,2008,1,5,55,26,13.3,2,0.6,10.20%,23.60%,28.20%,56.80%,9.80%,2011
Kevin Martin,HOU,29,6-7,185,Western Carolina,USA,2004,1,26,40,17.1,2.7,2.8,-0.6,1.00%,7.50%,24.20%,55.40%,14.60%,2011
Kevin Seraphin,WAS,22,6-9,275,None,France,2010,1,17,57,7.9,4.9,0.6,-0.7,8.80%,14.90%,18.10%,54.90%,4.80%,2011
Keyon Dooling,BOS,32,6-3,195,Missouri,USA,2000,1,10,46,4,0.8,1.1,-10,0.50%,5.50%,15.30%,51.50%,13.80%,2011
Kirk Hinrich,ATL,31,6-4,190,Kansas,USA,2003,1,7,48,6.6,2.1,2.8,2.2,0.90%,7.70%,13.80%,51.10%,16.20%,2011
Klay Thompson,GSW,22,6-7,205,Washington State,USA,2011,1,11,66,12.5,2.4,2,-4.4,1.50%,8.60%,24.30%,54.50%,14.20%,2011
Kobe Bryant,LAL,33,6-6,205,None,USA,1996,1,13,58,27.9,5.4,4.6,2.7,3.10%,10.40%,34.60%,52.70%,23.70%,2011
Kosta Koufos,DEN,23,7-0,265,Ohio State,USA,2008,1,23,48,5.5,5.4,0.3,7,12.60%,20.90%,13.90%,60.80%,2.80%,2011
Kris Humphries,NJN,27,6-9,235,Minnesota,USA,2004,1,14,62,13.8,11,1.5,-4.1,11.00%,21.70%,19.10%,53.90%,7.30%,2011
Kurt Thomas,POR,39,6-9,230,TCU,USA,1995,1,10,53,3,3.5,0.9,-0.3,4.80%,19.20%,11.00%,48.30%,9.20%,2011
Kwame Brown,GSW,30,6-11,270,None,USA,2001,1,1,9,6.3,6.3,0.4,-6.2,8.90%,22.40%,16.40%,51.90%,3.40%,2011
Kyle Korver,CHI,31,6-7,212,Creighton,USA,2003,2,51,65,8.1,2.4,1.7,10,1.70%,8.90%,14.70%,60.00%,11.90%,2011
Kyle Lowry,HOU,26,6-0,205,Villanova,USA,2006,1,24,47,14.3,4.5,6.6,1.7,2.50%,12.00%,21.40%,55.80%,32.40%,2011
Kyrie Irving,CLE,20,6-3,191,Duke,Australia,2011,1,1,51,18.5,3.7,5.4,-5.6,2.70%,9.90%,27.50%,56.60%,32.40%,2011
Kyrylo Fesenko,IND,25,7-1,280,None,Ukraine,2007,2,38,3,2.7,3,0.3,14.5,10.50%,41.20%,19.50%,52.40%,10.00%,2011
LaMarcus Aldridge,POR,26,6-11,240,Texas,USA,2006,1,2,55,21.7,8,2.4,3.8,7.70%,15.40%,26.90%,56.00%,12.80%,2011
Lamar Odom,DAL,32,6-10,230,Rhode Island,USA,1999,1,4,50,6.6,4.2,1.7,-5.1,3.50%,16.50%,19.70%,42.30%,13.60%,2011
Lance Stephenson,IND,21,6-5,220,Cincinnati,USA,2010,2,40,42,2.5,1.3,1.1,-3.9,2.50%,9.80%,16.60%,40.00%,17.40%,2011
Lance Thomas,NOH,24,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,42,4,3,0.3,-6.5,8.30%,12.80%,13.30%,54.10%,3.30%,2011
Landry Fields,NYK,24,6-7,215,Stanford,USA,2010,2,39,66,8.8,4.2,2.6,6,3.20%,11.70%,15.70%,50.60%,14.10%,2011
Larry Hughes,ORL,33,6-5,185,St. Louis,USA,1998,1,8,9,1.3,0.6,0.8,-25.7,0.90%,3.60%,14.50%,26.20%,13.00%,2011
Larry Owens,NJN,29,6-7,210,Oral Roberts,USA,Undrafted,Undrafted,Undrafted,7,1.9,1.9,0.6,-21.1,2.70%,16.70%,9.20%,50.90%,9.50%,2011
Larry Sanders,MIL,23,6-11,235,Va Commonwealth,USA,2010,1,15,52,3.6,3.1,0.6,9.3,9.30%,13.80%,16.70%,46.30%,7.90%,2011
Lavoy Allen,PHI,23,6-9,225,Temple,USA,2011,2,50,41,4.1,4.2,0.8,4.2,7.20%,19.30%,14.30%,48.80%,8.90%,2011
Lazar Hayward,OKC,25,6-6,225,Marquette,USA,2010,1,30,26,1.4,0.6,0.2,-21.5,1.50%,9.00%,17.20%,42.70%,5.40%,2011
LeBron James,MIA,27,6-8,250,None,USA,2003,1,1,62,27.1,7.9,6.2,10.2,4.40%,17.10%,31.10%,60.50%,31.80%,2011
Leandro Barbosa,IND,29,6-3,194,None,Brazil,2003,1,28,64,11.1,2,1.5,-2.7,2.30%,7.00%,24.90%,51.20%,13.50%,2011
Lester Hudson,MEM,27,6-3,190,Tennessee-Martin,USA,2009,2,58,16,10.9,2.9,2.3,0.3,2.10%,12.50%,28.30%,48.30%,20.90%,2011
Linas Kleiza,TOR,27,6-8,234,Missouri,Lithuania,2005,1,27,49,9.7,4.1,0.9,-0.8,4.20%,14.40%,22.30%,52.10%,8.10%,2011
Lou Amundson,IND,29,6-9,225,UNLV,USA,Undrafted,Undrafted,Undrafted,60,3.6,3.7,0.2,-2.7,11.60%,17.50%,16.60%,43.80%,3.30%,2011
Lou Williams,PHI,25,6-1,175,None,USA,2005,2,45,64,14.9,2.4,3.5,6.5,1.80%,7.30%,26.50%,52.50%,22.10%,2011
Luc Mbah a Moute,MIL,25,6-8,230,UCLA,Cameroon,2008,2,37,43,7.7,5.3,0.7,2.9,7.60%,14.30%,14.90%,54.40%,4.40%,2011
Luis Scola,HOU,32,6-9,245,None,Argentina,2002,2,55,66,15.5,6.5,2.1,1.7,6.10%,15.10%,24.60%,52.60%,11.80%,2011
Luke Babbitt,POR,23,6-9,225,Nevada-Reno,USA,2010,1,16,40,5.1,2.4,0.4,-14.1,2.90%,15.10%,17.00%,55.60%,5.20%,2011
Luke Harangody,CLE,24,6-7,245,Notre Dame,USA,2010,2,52,21,2.9,2.5,0.3,-8.4,8.60%,14.70%,14.70%,42.70%,4.50%,2011
Luke Ridnour,MIN,31,6-2,175,Oregon,USA,2003,1,14,53,12.1,2.7,4.8,-2.3,1.00%,7.10%,17.20%,53.00%,23.70%,2011
Luke Walton,CLE,32,6-8,235,Arizona,USA,2003,2,32,30,1.8,1.6,1.2,-7.6,3.80%,10.10%,11.50%,42.30%,16.10%,2011
Luol Deng,CHI,27,6-9,220,Duke,United Kingdo...,2004,1,7,54,15.3,6.5,2.9,9.1,3.70%,12.50%,19.50%,50.00%,11.70%,2011
Malcolm Lee,MIN,22,6-5,200,UCLA,USA,2011,2,43,19,3.3,1.4,1.6,-5.2,3.60%,7.40%,15.30%,46.60%,22.10%,2011
Malcolm Thomas,SAS,23,6-9,225,San Diego State,USA,Undrafted,Undrafted,Undrafted,3,0.3,1,0.3,-12.9,8.30%,14.30%,11.40%,12.90%,8.30%,2011
Manny Harris,CLE,22,6-5,185,Michigan,USA,Undrafted,Undrafted,Undrafted,26,6.7,2.7,1.2,-5.8,2.30%,13.10%,20.20%,49.20%,13.00%,2011
Manu Ginobili,SAS,34,6-6,205,None,Argentina,1999,2,57,34,12.9,3.4,4.4,14.8,2.60%,11.90%,21.70%,66.80%,27.00%,2011
MarShon Brooks,NJN,23,6-5,200,Providence,USA,2011,1,25,56,12.6,3.6,2.3,-10.3,4.20%,8.50%,22.40%,50.20%,14.70%,2011
Marc Gasol,MEM,27,7-1,265,None,Spain,2007,2,48,65,14.6,8.9,3.1,5.9,5.20%,20.40%,19.10%,54.10%,13.80%,2011
Marcin Gortat,PHX,28,6-11,240,None,Poland,2005,2,57,66,15.4,10,0.9,2.1,9.10%,21.90%,20.50%,57.80%,4.50%,2011
Marco Belinelli,NOH,26,6-5,195,None,Italy,2007,1,18,66,11.8,2.6,1.5,-6.6,1.00%,8.10%,19.20%,52.50%,8.80%,2011
Marcus Camby,HOU,38,6-11,235,Massachusetts,USA,1996,1,2,59,4.9,9,1.8,1.3,11.70%,29.00%,12.40%,45.50%,11.30%,2011
Marcus Morris Sr.,HOU,22,6-9,235,Kansas,USA,2011,1,14,17,2.4,0.9,0.2,-11.3,3.70%,8.20%,21.70%,34.80%,4.20%,2011
Marcus Thornton,SAC,25,6-4,205,Louisiana State,USA,2009,2,43,51,18.7,3.7,1.9,-4.9,4.30%,6.10%,22.40%,54.40%,9.10%,2011
Mario Chalmers,MIA,26,6-2,190,Kansas,USA,2008,2,34,64,9.8,2.7,3.5,10.6,1.00%,8.60%,16.90%,57.80%,18.30%,2011
Markieff Morris,PHX,22,6-10,245,Kansas,USA,2011,1,13,63,7.4,4.4,1,-2.1,5.50%,17.70%,19.90%,48.40%,8.70%,2011
Marquis Daniels,BOS,31,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,38,3.2,1.7,1.2,-1.6,3.60%,10.70%,17.40%,39.50%,16.50%,2011
Marreese Speights,MEM,24,6-10,255,Florida,USA,2008,1,16,60,8.8,6.2,0.8,-2.2,10.00%,19.50%,20.40%,49.10%,5.90%,2011
Martell Webster,MIN,25,6-7,230,None,USA,2005,1,6,47,6.9,3.6,0.9,-3.2,3.60%,10.60%,13.50%,53.30%,5.20%,2011
Marvin Williams,ATL,26,6-9,245,North Carolina,USA,2005,1,2,57,10.2,5.2,1.2,2.6,5.20%,14.60%,17.50%,54.20%,7.80%,2011
Matt Barnes,LAL,32,6-7,226,UCLA,USA,2002,2,45,63,7.8,5.5,2,1.6,7.20%,16.30%,16.10%,55.40%,13.60%,2011
Matt Bonner,SAS,32,6-10,235,Florida,USA,2003,2,45,65,6.6,3.3,0.9,14.4,2.40%,13.80%,12.90%,59.70%,6.40%,2011
Matt Carroll,CHA,31,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,53,2.7,1.1,0.7,-12.3,1.30%,8.90%,14.80%,40.90%,10.80%,2011
Maurice Evans,WAS,33,6-5,220,Texas,USA,Undrafted,Undrafted,Undrafted,24,4.9,1,0.4,3.2,2.30%,4.60%,16.00%,49.70%,4.00%,2011
Mehmet Okur,NJN,33,6-11,260,None,Turkey,2001,2,37,17,7.6,4.8,1.8,-15.5,4.80%,15.40%,16.90%,46.00%,11.90%,2011
Metta World Peace,LAL,32,6-7,260,St. John's,USA,1999,1,16,64,7.7,3.4,2.2,1.4,4.30%,8.00%,15.30%,47.80%,12.70%,2011
Michael Beasley,MIN,23,6-10,235,Kansas State,USA,2008,1,2,47,11.5,4.4,1,-3.7,3.40%,14.80%,24.90%,50.20%,7.70%,2011
Michael Redd,PHX,32,6-6,215,Ohio State,USA,2000,2,43,51,8.2,1.5,0.6,-8,1.80%,8.70%,25.50%,51.10%,7.80%,2011
Mickael Pietrus,BOS,30,6-6,215,None,France,2003,1,11,42,6.9,3.1,0.6,2.2,2.10%,11.70%,15.90%,50.90%,4.50%,2011
Mickell Gladness,GSW,25,6-11,220,Alabama A&M,USA,Undrafted,Undrafted,Undrafted,26,2.2,2.2,0.2,-14.6,5.30%,15.10%,12.20%,43.60%,3.00%,2011
Mike Bibby,NYK,34,6-2,195,Arizona,USA,1998,1,2,39,2.6,1.5,2.1,-3.6,0.90%,10.70%,12.10%,40.40%,22.70%,2011
